,username,tweet,waktu,sentiment,Topik
1247,@MandaHerdiani,Sampah doang sih lewat RT @BobbyMandela: Tak ada yang lebih sampah di Indonesia dari pada pemerintah koruptor dan FPI,2011-01-18T07:03:39.000Z,negatif,Kebijakan Pemerintah
1248,@litachanlai2,"Halo gues....
Aqua dan pemerintah ajak pelajar SD di Indonesia untuk bijak kelola sampah lhooo. emang sih paling masuk kalau ajak anak2 usia dini. lebih terekam dalam mindsetnya. 

@aqua_lestari
#bijakberplastik #sampahkutanggungjawabku",2019-11-26T15:07:39.000Z,positif,Kebijakan Pemerintah
1249,@Kresek_Sampah,"(cont.) di Indonesia yang pemerintah kota nya ikut terjun dalam menggalakkan program-program terkait disiplin pungut sampah,",2014-09-20T18:58:53.000Z,positif,Kebijakan Pemerintah
1250,@AlamKerinci,Duh! :( RT @kedai_ilalang: Kalo di gunung banyak sampah..dan pemerintah tegas...di tutup lah semua gunung di Indonesia.....gimana hayo ?,2014-08-16T06:40:44.000Z,negatif,Kebijakan Pemerintah
1251,@kimamirulloh,"Selamat datang di indonesia,dimana rakyatnya selalu mnylahkn pemerintah soal banjir padahal rakyatnya masih hobi membuang sampah sembarangan",2013-08-28T07:22:29.000Z,positif,Kebijakan Pemerintah
1252,@DickyAndrianto,"Klo warga'a buang sampah sembarangan ,salah pemerintah ? RT @Ivnkara: POKOKNYA YANG SALAH PEMERINTAH DAN PEJABAT DI INDONESIA",2013-01-22T14:24:00.000Z,negatif,Kebijakan Pemerintah
1253,@Galuh_Si,"Di belanda petani itu orang paling kaya, di indonesia petani di anggep apa? Sampah !! Pemerintah mikir nya perut sendiri doang -_-",2014-01-22T16:10:54.000Z,positif,Sampah
1254,@pyrowwx,cuma di indonesia yak pemerintah sm oposisi budget buzzernya gede anjir muak bgt ngeliat trending sampah semua gt,2021-01-06T08:04:50.000Z,negatif,Kebijakan Pemerintah
1255,@HMDMathUI,(c.)... Hari Peduli Sampah Nasional (HSPN). Kebijakan ini merupakan upaya untuk menekan jumlah sampah plastik di Indonesia.,2017-07-03T08:27:04.000Z,negatif,Sampah
1256,@KangTteokpokki,"Di Indonesia doang yg Corona dijadiin isu politik doang

Ajg emang politikus biadab. Bukannya mendoakan yang terbaik dan mendukung kebijakan pemerintah, malah minta ganti pemimpin.

Hestek butuh pemimpin, jkw gagal, dan lainnya itu sampah.

Bgst lah

(Kesel gua kalau gini terus)",2020-03-14T17:10:54.000Z,positif,Kebijakan Pemerintah
1257,@himaespunpad,"Apakah kebijakan kantong plastik berbayar efisien untuk mengurangi jumlah sampah plastik di Indonesia? 
#YukKritis #EcoNewsUpdate",2016-03-14T03:48:49.000Z,negatif,Sampah
1258,@greenradioline,"Mulai Februari, 17 Daerah di Indonesia akan menerapkan kebijakan plastik berbayar, untuk meminimalisir produksi sampah plastik #Eco_lifstyle",2016-01-11T09:34:45.000Z,negatif,Sampah
1259,@Alhanr2,"Menurut saya Kebijakan zero waste ini sangat-sangat setuju karena mengurangi penggunaan plastik di Indonesia dan mengurangi tumpukan sampah plastik yang ada di Indonesia.


#UNSuntukIndonesia
#MahasuraMudaUNS2020
#UNSPeduliSehat
#IsuLingkungan
@11MaretUniv 
@generasiuns_",2020-09-20T15:34:24.000Z,negatif,Sampah
1260,@Suara_Sidoarjo,#IndonesiaBebasSampah Apa pendapat anda mengenai permasalahan sampah di Indonesia dan beberapa kebijakan yang diterapkan pemerintah?,2016-02-22T00:19:09.000Z,negatif,Kebijakan Pemerintah
1261,@bskjikemenperin,"8. Selain itu,seminar ini membahas pula peluang pengembangan pembangkit energi dari sampah atau limbah padat di kota besar di Indonesia dan kebijakan Extended Producer Responsibility (EPR), yg diharapkan dapat mendukung kebijakan Kemenperin dalam mewujudkan circular economy.",2018-01-08T02:53:59.000Z,negatif,Sampah
1262,@irvanrapra,"Kalw d pikir2 kebijakan politik di Indonesia ini sangat sampah,beli pesawat komersil dari cina sedangkan kita punya pabrik pesawat sendiri",2012-03-17T06:48:21.000Z,positif,Sampah
1263,@zulfanuraz,"Pengen banget sih di Indonesia ada kebijakan misahin sampah supaya bisa didaur ulang. Dan harapannya bisa ngurangin sampah di darat, sungai dan laut :'",2018-03-22T03:54:14.000Z,positif,Sampah
1264,@just_ratna,"Dah tau, pake nanya.. RT @Wang_90Kun: Di Indonesia bsa jlan gk ya ni kebijakan ?? RT @kompascom :Sampah Meningkat, Singapura Naikkan Denda",2012-11-21T07:44:08.000Z,positif,Sampah
1265,@petyrbaeilsh,Akhir-akhir ini concern aku lebih ke kesehatan masyarakat drpd kedokteran. Bayangin aja kalo misalnya bisa bikin kebijakan yang berdampak bikin air di Indonesia bisa diminum dan memperbaiki alur pendauran sampah dan limbah rumah tangga. Kayak keren banget woi,2023-04-03T12:58:17.000Z,negatif,Sampah
1266,@Devetroo,RT@indrafeb Di indonesia blm bs sptnya membuat kebijakan mengurangi tempat sampah supaya org gak nyampah. Malah tambah parah yg ada.,2012-05-17T03:02:23.000Z,positif,Sampah
1267,@niamironman,"Siklus Permasalahan Sampah di Indonesia 

-Perilaku konsumtif
-Bahan kemasan tidak ramah lingkungan
-Perilaku bejat manusia
-Kebijakan Pemerintah belum efektif",2019-06-08T12:33:13.000Z,positif,Sampah
1268,@BiskuitBetter,Dengan kebijakan pemerintah yang sekarang lagi berusaha mengurangi sampah plastik di Indonesia...,2016-03-15T11:00:11.000Z,negatif,Kebijakan Pemerintah
1269,@indrafeb,Di indonesia blm bs sptnya membuat kebijakan mengurangi tempat sampah supaya org gak nyampah. Malah tambah parah yg ada.,2012-05-17T01:11:04.000Z,positif,Sampah
1270,@add_amar,"Waste to energy itu tidak sejalan dgn kebijakan pengelolaan sampah di Indonesia karena WtE membutuhkan banyak sampah sbg bahan baku/bahan bakar sedangkan kebijakan pengelolaan samoah kita adalah mengurangi timbulan.
.
.
.
Yg saya tangkap dari beliau",2019-11-28T07:15:46.000Z,negatif,Pengelolaan Sampah
1271,@algiguttur,"Gara2 nonton Silicone Valley jd tau kalo bakar sampah California itu tindakan yg dilarang.

Akhirnya skrg diterapkan di Indonesia meskipun baru di DKI, mudah-mudahan wilayah lain ikutin kebijakan ini dibarengi dgn pengelolaan sampah yg lebih tertata & terintergrasi.",2022-05-31T09:27:18.000Z,positif,Pengelolaan Sampah
1272,@WismaKarya,"Lucu, ada yg bilang politik itu tahi, sampah  tapi tidak sadar bahwa adanya internet di Indonesia adalah buah dari kebijakan politik. #asbun",2013-04-08T06:13:36.000Z,positif,Sampah
1273,@khusnimuzki,"Gatau kenapa kebijakan di Indonesia itu cringe, galucu tapi lucu yg gada lucunya sama sekali. Dan lucunya lagi, mereka yang duduk disana mempersulit dirinya sendiri demi panggung. Dimana disini, orang-orang memberi panggung untuk sampah, padahal tong sampahnya di balik panggung.",2020-02-22T07:29:35.000Z,negatif,Sampah
1274,@idDKP,"Direktur Eksekutif Gerakan Indonesia Diet Kantong Plastik (GIDKP) Tiza Mafira, mendesak agar kebijakan cukai plastik segera diterapkan di Indonesia sebab diperlukan peran berbagai pihak untuk terlibat dalam menciptakan solusi pengurangan sampah.",2018-04-02T05:07:56.000Z,negatif,Sampah
1275,@oxyalexzendar,"9. Sementara itu, KLHK juga akan melanjutkan sosialisasi kebijakan dan program pengelolaan sampah ada berbagai kota di Indonesia, dalam bentuk Car Free Day (CFD), dan Dialog Komunitas dengan konsep ‘less waste event’’, hingga 15 April 2018.

#KLHK
#HSPN2018
#BersihBisaKok",2018-02-22T08:01:15.000Z,negatif,Pengelolaan Sampah
1276,@brin_indonesia,Salah satu kebijakan pemerintah untuk meningkatkan penggunaan Energi Baru Terbarukan (EBT) di Indonesia adalah dengan program co-firing biomassa limbah pertanian atau sampah perkotaan.,2023-01-13T06:25:58.000Z,negatif,Kebijakan Pemerintah
1277,@Nurkana_,Akan ada ribuan pendidik di Indonesia yang bakal di buang bagaikan sampah. Apabila Kurnas di sahkan. Ini akibat kebijakan individu yg egois.,2016-03-13T12:22:30.000Z,negatif,Sampah
1278,@HiloBGR,Bertepatan dg Hari Peduli Sampah Nasional tgl 21 Feb 2016. 17 kota besar di Indonesia bakal menerapkan kebijakan kantung plastik berbayar.,2016-02-15T15:00:19.000Z,negatif,Sampah
1279,@dimswibisono,"Support bgt sama kebijakan pemerintah skrng, mulai sekarang belanja di mini market plastiknya byr. Semoga bsa ngurang2in sampah di Indonesia",2016-02-21T14:14:52.000Z,positif,Kebijakan Pemerintah
1280,@sobatlontong,RT @aldyshekoski Sampah banget lah kebijakan di Indonesia! Kalo ada yg nawarin pindah Malaysia langsung pindah nih gw! Berasa dinegara kom.,2011-01-09T06:48:43.000Z,positif,Sampah
1281,@TetraPak_ID,Kebijakan kantong plastik berbayar diambil mengingat persoalan sampah khususnya sampah plastik di Indonesia terhitung serius #InfoTetraPak,2016-03-15T06:17:07.000Z,negatif,Sampah
1282,@Ngibadi2,"Aksi 212 yang tak jelas maksud dan tujuannya adalah PEMECAH BELAH UMAT ISLAM di Indonesia. 
Panggung orasi kebencian, panggung orasi bejat, panggung orasi sampah, hanya menjadi alat pengadu domba oleh asing yang selama ini merasa ditampar kebijakan pemerintahan saat ini.",2021-12-01T03:30:30.000Z,negatif,Kebijakan Pemerintah
1283,@CaristhaP,"Salam Mahasura Muda! 
Sampah dan limbah makin banyak di negeri kita, karena itu saya setuju dengan kebijakan zero waste dan paper less karena sangat efektif untuk mengurangi sampah di Indonesia
@11MaretUniv @generasiuns_
#UNSuntukIndonesia
#MahasuraMudaUNS2020
#UNSPeduliBumi",2020-09-20T13:30:20.000Z,positif,Sampah
1284,@idDKP,"Berbeda dg sistem pengelolaan sampah di negara maju,di Indonesia,tempat daur ulang sampah yg mudah diakses oleh penduduk masih sulit ditemui",2012-11-07T13:59:47.000Z,negatif,Pengelolaan Sampah
1285,@rumahanakcerdas,Pengelolaan sampah di Indonesia masih perlu dilakukan perbaikan dan modernisasi. #Sampah,2013-09-07T02:07:06.000Z,negatif,Sampah
1286,@langsihh,Pengelolaan sampah yg baik dan benar di Indonesia masih dibawah 50% #GarnierGreenBeauty #IndonesiaBersih,2020-10-20T07:15:22.000Z,positif,Sampah
1287,@yugosandahsyat,"Selamat dan sukses tuk pemko Banjarmasin. Salah satu pemda dari hanya 10 pemda di Indonesia yg mendapat sharing Dana Insentif Daerah sebesar 9M lebih, dari dana APBN 2019. DID utk pengelolaan sampah sbg apresiasi pemerintah pusat thd pengelolaan sampah plastik di Kota Bjm.",2018-12-06T00:09:21.000Z,positif,Pengelolaan Sampah
1288,@nuruliu,Ternyata pengelolaan sampah di Indonesia mirip-mirip sama amerika yes. Sampah numpuk di TPU dan gak jelas pengelolaannya.,2017-01-26T19:50:21.000Z,negatif,Pengelolaan Sampah
1289,@igaf_ipb,"[WEBINAR GREEN FESTIVAL]

Halo pejuang lingkungan!

Saat ini, cuaca di Indonesia semakin panas. Perubahan iklim terjadi karena pemanasan global yang salah satunya disebabkan oleh pengelolaan limbah sampah yang tidak tepat, sehingga suhu bumi semakin hari semakin meningkat.",2021-09-10T10:03:06.000Z,negatif,Pengelolaan Sampah
1290,@YukBSPT,Pengelolaan Sampah di #Indonesia yg belum ideal tdk menjadi penghambat bagi kita untuk terus membuang #sampah pada tempatnya. #YukBSPT,2014-03-17T23:27:41.000Z,positif,Sampah
1291,@babygoodzilla,Kota/Kabupaten yg pengelolaan sampah paling oke di Indonesia dimana ya?,2017-11-22T04:35:23.000Z,positif,Pengelolaan Sampah
1292,@SitiNurbayaLHK,Gerakan Tiga Bulan Bersih Sampah (TBBS) dalam rangka peringatan Hari Peduli Sampah Nasional (HPSN) Tahun 2018 telah menunjukan hasil signifikan dalam pengelolaan sampah di Indonesia,2018-03-19T12:22:53.000Z,positif,Pengelolaan Sampah
1293,@mapagama_ugm,penanggulangan sampah sebesar 70%. Serta ditahun Juni 2016 Finlandia mengajak Indonesia bekerjasama dalam pengelolaan sampah menjadi energi. Sehingga mari kita membantu Target Nasional Indonesia dalam penanganan produksi sampah di Indonesia tercinta ini dengan.. (3/4),2018-02-21T06:36:29.000Z,positif,Pengelolaan Sampah
1294,@earthhourbali,#HariPeduliSampah (HPS) pada tanggal 21 Februari menjadi momen utk mengenang sejarah kelam pengelolaan sampah di Indonesia.,2014-02-21T01:54:56.000Z,negatif,Pengelolaan Sampah
1295,@REcreationMRL10,"ternyata teknik pengelolaan sampah 3D(reduce,reuse,recycle) telah lama diterapkan di jepang looh...kapan di indonesia?",2012-11-15T11:31:32.000Z,negatif,Pengelolaan Sampah
1296,@HiLo,SAMPAH “Selalu Akan Mudah Pabila Ada Harapan” menggambarkan pengelolaan sampah di Indonesia saat ini. Kata positif dr Eco-Business Indonesia,2016-01-11T12:00:28.000Z,positif,Pengelolaan Sampah
1297,@_akmalfarabi,"Tau ga sih, bahwa dari sekian banyak plastik di Indonesia, yang didaur ulang hanya 9%.

Itu artinya masih kurang kesadaran masyarakat akan hal pengelolaan sampah, terutama plastik.
@Aqua_lestari @SehatAqua #AQUALIFE #BijakBerplastik",2019-08-09T06:16:11.000Z,positif,Pengelolaan Sampah
1298,@beritaKBR,Dwi Sawung: Masy belum peduli sampah dan blm ada infrastruktur pengelolaan yang baik di Indonesia. TPA tidak terurus dgn baik. #KBRPagi,2017-06-19T01:30:24.000Z,negatif,Pengelolaan Sampah
1299,@YukBSPT,Selamat pagi. Dukung Partai/Caleg/Presiden yg punya program yang jelas dlm pengelolaan #sampah di #Indonesia. #YukBSPT #IniAksiku,2014-04-07T00:25:05.000Z,positif,Pengelolaan Sampah
1300,@GoldVoice_Bali,"Stuju!!! RT @anak_alam: Di Indonesia, atau Bali, harusnya ada fakultas pengelolaan sampah.",2013-01-08T06:46:10.000Z,negatif,Pengelolaan Sampah
1301,@ghazism,"""semua fasilitas pengelolaan sampah yg digunakan di indonesia ini hanya setengahnya dari fasilitas truk sampah di london""",2013-09-05T10:42:41.000Z,negatif,Pengelolaan Sampah
1302,@oxyalexzendar,"9. Sementara itu, KLHK juga akan melanjutkan sosialisasi kebijakan dan program pengelolaan sampah ada berbagai kota di Indonesia, dalam bentuk Car Free Day (CFD), dan Dialog Komunitas dengan konsep ‘less waste event’’, hingga 15 April 2018.

#KLHK
#HSPN2018
#BersihBisaKok",2018-02-22T08:01:15.000Z,negatif,Pengelolaan Sampah
1303,@aidul_fitri,Di Indonesia pengelolaan sampah masih minim #energimuda @coactionid,2018-12-01T06:42:17.000Z,negatif,Pengelolaan Sampah
1304,@algiguttur,"Gara2 nonton Silicone Valley jd tau kalo bakar sampah California itu tindakan yg dilarang.

Akhirnya skrg diterapkan di Indonesia meskipun baru di DKI, mudah-mudahan wilayah lain ikutin kebijakan ini dibarengi dgn pengelolaan sampah yg lebih tertata & terintergrasi.",2022-05-31T09:27:18.000Z,positif,Pengelolaan Sampah
1305,@aambong,Setiap februari mengelola data inisiatif pengumpulan dan pengelolaan sampah di Indonesia. Mungkin karena ini aku masih di sini  ,2021-02-09T03:31:01.000Z,negatif,Pengelolaan Sampah
1306,@YukBSPT,Dari sekian banyak tokoh yg bertarung di #pemilu tdk terdengar pula komitmennya thp pengelolaan #Sampah di #Indonesia gawat! #YukBSPT,2014-03-21T00:03:16.000Z,positif,Pengelolaan Sampah
1307,@stepifth,"RT ntianti_: sampah di Indonesia kuantitasnya cukup besar, Jerman, Swedia, dan jepang sebagai negara referensi atas pengelolaan sampah.",2016-02-10T04:21:03.000Z,negatif,Pengelolaan Sampah
1308,@EHcimahi,"Pola pengelolaan sampah di Indonesia: diangkut ke TPA sampah 69%, dikubur 10%, dikompos dan didaur ulang 7%,dibakar 5%,tidak terkelola 7%.",2017-02-17T05:21:58.000Z,negatif,Pengelolaan Sampah
1309,@12izqiii,"Pengelolaan sampah di Indonesia masih menjadi masalah. Berdasarkan data KLHK, Indonesia menghasilkan sedikitnya 64 juta ton timbunan sampah setiap tahunnya. Berdasarkan data tersebut, sekitar 60% sampah diangkut dan ditimbun ke TPA, 10% sampah didaur ulang,",2021-02-22T11:44:19.000Z,negatif,Sampah
1310,@sasisudibyo,"Pengelolaan #sampah di Indonesia ni, kalo berdasarkan juknis-juklaknya PU dan SNI siih udah okee. Cukup okelah buat negara berkembang :)",2013-08-16T03:22:49.000Z,positif,Sampah
1311,@CharismaldyR,"Tgl 27 :) RT @REcreationMRL10: teknik pengelolaan sampah 3D(reduce,reuse,recycle) telah lama diterapkan di jepang looh...kapan di indonesia?",2012-11-15T11:47:31.000Z,positif,Pengelolaan Sampah
1312,@Pak_Irv,"Mungkin nggak ya, ngebangun sebuah kota kecil di Indonesia yg genah transportasi publiknya, bener pengelolaan sampah dan limbahnya, banyak area terbuka hijaunya, dan bersih sungainya?

Itu aja dulu. 

Kalo bisa, ini kota bakal instagrammable banget..",2022-01-17T05:51:43.000Z,positif,Pengelolaan Sampah
1313,@wisnualitputra,"Di Indonesia, atau Bali, harusnya ada fakultas pengelolaan sampah.",2013-01-10T06:10:11.000Z,negatif,Pengelolaan Sampah
1314,@furqon___,"Pengelolaan sampah di indonesia itu masuk 35 terburuk pengelolaan sampah di dunia loh, berdasarkan beberapa sumber",2017-05-15T13:35:23.000Z,negatif,Pengelolaan Sampah
1315,@awinyak,"Jambore Nasional #BebasSampah2020 menjadi momentum strategis berkumpulnya seluruh pegiat yg peduli terhadap persoalan persampahan di Indonesia demi terwujudnya kekuatan bersama utk menciptakan berbagai solusi pengelolaan sampah yg berkelanjutan. 
#JamboreBIBS2017 #KotaBandaAceh",2017-11-10T03:11:35.000Z,positif,Pengelolaan Sampah
1316,@OrganBiru,"Menurut hasil studi di tahun 2008 yang dilakukan oleh KLHK, pola pengelolaan sampah di Indonesia sebagian besar diangkut dan ditimbun di TPA atau Tempat Pembuangan Akhir (69%).",2021-01-27T03:52:34.000Z,positif,Pengelolaan Sampah
1317,@titianggraini,Persoalan yg tlihat kecil tp bdampak besar dimnpun di Indonesia ini adlh soal pengelolaan sampah. Anak mbuang sampah spt debu dr tangannya,2014-07-29T02:52:32.000Z,negatif,Pengelolaan Sampah
1318,@sahabatwalhijbr,"Artinya dibutuhkan manajemen pengelolaan sampah yang sangat mumpuni, yang di indonesia masih sangat lemah. #bdgtolakinsinerator",2015-02-04T09:59:40.000Z,negatif,Pengelolaan Sampah
1319,@denmaggot,"Jakarta, CNN Indonesia -- Persoalan pengelolaan sampah masih menjadi pekerjaan rumah besar bagi Indonesia. Riset terbaru Sustainable Waste Indonesia (SWI) mengungkapkan sebanyak 24 persen sampah di Indonesia masih tidak terkelola",2019-02-13T22:36:49.000Z,negatif,Pengelolaan Sampah
1320,@fatonirf,"jos RT @anak_alam: Di Indonesia, atau Bali, harusnya ada fakultas pengelolaan sampah.",2013-01-08T08:28:18.000Z,negatif,Pengelolaan Sampah
1321,@yurrinurnazz_,Sejarah pengelolaan sampah di Jepang dulu seperti TPA di Indonesia. Butuh waktu 50 tahun untuk memulihkannya. #RegionalSummit2020,2020-11-04T10:54:35.000Z,negatif,Pengelolaan Sampah
1322,@CradioSMG,Fajar Bayu Prakoso: Fasilitas & sistem pengelolaan sampah di Indonesia msh sangat kurang. Byk tumpukan sampah di berbagai tempat #Inventoria,2016-03-19T00:09:28.000Z,negatif,Pengelolaan Sampah
1323,@YusufBa24300084,"Salam Mahasura Muda!

Sampah terutama sampah anorganik sampai sekarang masih menjadi masalah utama tentang pencemaran lingkungan di Indonesia dari dulu hingga sekarang. Perilaku masyarakat yang kurang peduli akan pengelolaan sampah, sampah yang setiap hari dihasilkan,",2020-09-20T13:57:39.000Z,negatif,Pengelolaan Sampah
1324,@GHIndonesia,17.Pengelolaan sampah rumah tangga di Indonesia blm maksimal. Sementara di negara2 maju mslh sisa mknan sdh menjd mslh yg serius #GoodAdvice,2013-04-13T10:46:00.000Z,negatif,Sampah
1325,@DanCommunityID,"Oya, ngomong2 soal sampah, tahukah kamu tentang UU No 18 Th 2008 tentang   pengelolaan sampah di Indonesia?",2013-02-03T05:30:46.000Z,negatif,Pengelolaan Sampah
1326,@sasisudibyo,"Pengelolaan #sampah di Indonesia ni, kalo berdasarkan juknis-juklaknya PU dan SNI siih udah okee. Cukup okelah buat negara berkembang :)",2013-08-16T03:22:49.000Z,positif,Sampah
1327,@konsultanlimbah,"Peraturan ini sekaligus memperkuat landasan hukum bagi penyelenggaraan pengelolaan sampah di Indonesia, khususnya di daerah.",2012-11-18T14:58:42.000Z,positif,Pengelolaan Sampah
